0.98538	0.21377	0.82291	0.90799	1.1046
0.76731	0.26504	0.77012	0.86937	0.87367
0.68187	0.6768	0.89651	0.46745	0.92889
0.84279	0.57432	0.85588	0.31765	0.7301
0.73726	0.63511	1.0773	0.35465	0.89794
1.1555	0.79206	0.97163	0.40247	0.92605
1.0417	0.81227	0.98442	0.48176	0.97184
0.97511	0.19247	0.94579	1.0583	0.76656
0.78936	0.13882	1.1062	0.76086	0.73833
1.1231	0.17812	0.84984	0.80363	0.74689
1.1015	0.47848	1.0701	0.70291	1.1394
1.0181	0.33888	0.86515	0.60925	1.226
1.1916	0.38348	0.81855	0.76103	0.84822
1.0011	0.30351	0.49242	0.77199	0.89514
0.96532	0.20686	0.67994	0.72021	1.0142
0.91944	0.22213	0.64123	0.78559	1.091
0.98046	0.1137	1.138	0.50325	0.77237
1.0145	0.067795	0.94049	0.4885	0.77782
0.46385	0.67339	1.1256	0.40007	0.9107
0.61015	0.60387	0.8725	0.29758	1.1403
1.073	0.45709	0.75974	0.59375	1.0325
0.85922	0.95505	1.1613	0.86175	0.985
0.74963	0.87862	0.88807	0.84674	0.92728
0.82812	0.34941	0.82002	0.66605	0.76093
0.94115	0.65864	1.0114	0.61217	1.0368
0.91771	0.6571	1.0464	0.55229	1.2314
0.98362	0.34792	1.0184	0.87925	1.0013
1.1064	0.55398	1.0066	0.90247	0.93813
0.83645	0.43916	0.87582	0.33942	1.1642
0.8641	0.52408	0.86392	0.41036	1.086
1.0493	0.76478	0.92258	0.31373	0.89482
0.93903	0.52249	0.85689	0.34718	1.1174
0.96334	0.50832	0.68445	0.41405	1.1364
0.38212	0.38041	0.85561	0.6326	0.85937
0.37831	0.33631	0.8582	0.41669	0.71669
0.88132	0.49909	1.0846	0.7298	1.1991
0.95885	0.6333	0.72511	0.81231	0.95349
0.8584	0.1816	0.83848	0.82482	0.99868
1.1779	0.14448	1.0276	0.79882	0.9514
1.0207	0.091817	0.92812	0.64407	0.82714
1.0435	0.10392	0.83935	0.50808	0.69087
1.0617	0.25557	1.0864	0.66921	1.086
0.98005	0.20897	1.1064	0.6734	0.8692
0.93491	0.14087	1.0316	0.79979	1.1127
0.81358	0.60872	1.0536	0.86585	1.0287
0.98581	0.80585	1.0193	0.67469	0.81118
0.91498	0.51671	1.0396	0.85546	1.0253
1.0641	0.42203	0.846	0.34874	0.95995
0.82881	0.49654	0.89703	0.56435	1.0853
1.0624	0.33943	0.79339	0.5613	0.80334
1.0791	0.3811	0.82044	0.38635	1.0286
0.96182	0.3404	0.92655	0.31114	1.1242
1.0574	0.49176	1.1378	0.95972	1.0742
0.97191	0.18031	1.0161	0.51186	0.99338
0.77308	0.59617	1.0347	0.74545	0.82046
0.84115	0.52287	1.0828	0.72368	1.0025
0.84117	0.438	0.88922	0.53676	0.89955
0.85426	0.46638	0.69302	0.71369	0.89884
0.82595	0.53833	0.97143	0.50469	0.98507
0.76875	0.63187	0.87108	0.55611	0.91473
0.72463	0.57729	0.98652	0.47136	0.92685
0.82077	0.60217	0.91019	0.48389	1.0537
0.7469	0.59623	0.9787	0.29108	1.1161
0.75657	0.56405	0.92492	0.45501	0.75908
0.67306	0.37279	1.0027	0.77086	0.64402
0.78283	0.37279	1.0597	0.60979	0.71526
0.7788	0.30387	0.94573	0.39343	0.60126
1.043	0.35522	1.0791	0.53948	0.65509
1.0719	0.31482	1.1238	0.75433	1.1366
1.0851	0.18033	0.95306	0.67473	0.88977
1.0926	0.30952	0.89168	0.62307	0.95128
1.083	0.24414	0.87795	0.43368	0.87455
1.0571	0.14994	0.94662	0.62519	0.91225
1.0524	0.20829	1.1789	0.56208	1.0952
0.96474	0.22164	0.99314	0.46803	1.1021
1.0696	0.18053	1.2052	0.7371	0.95443
0.9547	0.18967	0.9879	0.42837	0.99279
0.9792	0.12352	1.0999	0.60728	0.99062
0.9037	0.16855	1.1379	0.3014	0.8657
0.96475	0.14492	1.0503	0.55885	0.9975
1.0236	0.46683	1.1725	0.81924	1.0332
1.1848	0.87129	0.85734	0.33418	0.62695
0.98248	0.60191	0.97516	0.60101	0.96551
0	0	0.92983	0.69182	1.0031
0.88542	0.027603	0.99982	0.22204	1.0334
0.70737	0.015355	1.1103	0.42517	1.0185
0.99734	0.061754	0.83803	0.26079	1.0226
0.73461	0.054236	0.74129	0.39623	0.96845
0.71582	0.046467	1.0315	0.36585	0.8758
0.76907	0.046176	1.0013	0.47084	1.063
0.94499	0.046821	0.82939	0.45919	0.9959
0.92128	0.062746	1.0731	0.46625	1.0455
0.87935	0.050504	1.2132	0.55362	1.0294
0.94025	0.054546	0.84348	0.71902	0.93533
1.0227	0	0.92419	0.014565	1.3539
0.9873	0	0.89228	0.058577	0.92827
1.0261	0	1.167	0.012557	1.0732
0.97757	0	0.93305	0.0079979	0.99365
0.86926	0	0.93206	0.031572	0.89269
0.96896	0.18344	0.83455	0.29797	0.96245
0.050359	0	0.8753	0.37453	1.1215
0.58688	0.45822	0.94395	0.65311	0.98819
0	0.29968	1.0527	1.0883	0.98641
1.0898	0.49877	0.89003	0.52123	0.92385
0.97176	0.56997	0.99721	0.76631	0.7612
1.4521	0.6022	1.0131	0.54878	1.0571
1.1471	0.56269	0.89528	0.37472	0.92649
0.99534	0.50983	1.18	0.36852	0.97928
0.9927	0.44571	0.93509	0.27117	0.78185
1.0392	0.55532	0.9053	0.77081	1.1172
1.013	0.64914	0.99635	0.75035	1.1711
0.80233	1.0995	1.0253	0.73597	0.93691
0.88667	1.1173	0.89525	0.55948	0.80607
0.77748	0.35677	0.97771	0.42773	0.96046
0.92571	0.39014	0.90173	0.41832	0.90972
0.84347	0.17339	1.0277	0.62923	0.96884
0.14934	0	1.1165	0.45305	1.0521
1.0207	0.45514	1.1239	0.75775	0.72374
0.12556	0.36496	1.1199	0.50315	0.73585
0.96522	0.29187	0.78786	0.41305	0.83501
0.10372	0	0.5131	0.46233	0.78553
0.96897	0.19042	0.96563	0.7257	1.0213
0.96816	0.1694	0.98374	0.68	1.0635
1.1232	0.16673	1.0601	0.69809	0.86138
0.94044	0.20321	0.75925	0.71852	1.1166
0.86911	0.23661	0.79136	0.64688	0.99543
0.96847	0.3075	0.84229	0.58576	0.83616
0.90063	0.31667	1.0772	0.73931	0.87344
0.96966	0.3256	1.1123	0.73087	1.1536
0.99976	0.37391	1.0491	0.60513	0.95918
1.0326	0.40788	0.96899	0.69942	0.95589
1.0011	0	0.87173	0.5306	1.2214
1.1259	0	1.1186	0.62028	0.92055
1.0926	0	0.97556	0.78152	0.99081
1.0741	0	1.0703	0.72224	0.99102
0.88379	0	1.0192	0.61099	1.3587
0.57524	1.1605	0	0.12449	0.12814
0.70372	0.86596	0	0.10326	0.099091
0.53882	0.65811	0.87055	0.66189	0.86383
0.53193	0.72347	1.0014	0.85318	0.85452
0.58548	0.67032	0.96033	0.79163	0.7879
0.56905	0.58625	0.91022	0.88483	0.94606
0.57122	0.72055	1.1813	0.86153	0.79297
0.58937	0.5944	1.0939	0.93739	0.78909
0.6474	0.55636	1.0369	0.83199	0.89576
0.49477	0.6615	1.0558	0.96732	0.86535
0.5304	0.6283	0.85309	0.97804	0.85525
0.57051	0	0.87632	1.0905	0.01434
0.54919	0	0.78794	0.92338	0.0014001
0.49634	0	0.85846	0.81924	0.0060418
